title,company,location,salary,contact,full_text,label,source,archetype
Urgently Required J2EE Developer for  Bahrain,,"BH, , ",,,"Urgently Required J2EE Developer for  Bahrain  Greetings from VAM SYSTEMS…..VAM SYSTEMS is a Business Consulting, IT Solutions and Services company with operations in UAE, Qatar, Bahrain, USA, Australia, Singapore &amp; India. We offers a comprehensive list of services in the field of IT infrastructure management, Cloud services, IT Consulting Services, Banking, Management Resources, Information Technology Development, Telecom, Aviation, Retail Management &amp; eGovernment offeringsVAM SYSTEMS is currently looking for J2EE Developer for our Bahrain operations .Education Bachelor’s degree in computer science / IT.J2EE Certification.Terms and conditions: Joining time frame:   immediate (maximum 2 weeks)The selected candidates shall join VAM SYSTEMS – Bahrain and shall be deputed to one of the leading Organizations in Bahrain.Should you be interested in this opportunity, please send your latest resume in MS Word format at the earliest at #EMAIL_b08cf5e4101b4b7b7594fe3081f94f7f9a0f2d6192fb5d4a1a72ecf03c816e83#  or call us +91 #PHONE_df058aa8cbf405b99c6fc6459e7085be12bce0e56bcafe7d52281b99685a4a0f#.   Skillset required:2-3 years of J2EE experienceExperience of Requirements GatheringExperience in RDBMS and JDBC, jBOSS, WebSphere, EJB,SOA ,Linux, LDAP, Design Patterns, Methodologies (e.g Agile, Waterfall)Strong support experience in websphere Portal.Should have experience in payment systems.Development in a load-balanced environmentStrong analytical skillsExcellent written and communication skillsResponsibilities: Undertake development work on new and existing applicationsInvolve/support formal analysis of user requirements with regard to new and existing systems, and to provide appropriate design documentationEnsure the developed software is robust and meets the user’s functional requirementsEnsure the developed software has undergone unit and system testing prior to handover to the Testing and Integration TeamInvolve support the estimation, design and impact analysis for the tasks that have been delegated to the team.Involve/support proactively with an environment of closely managed projects, providing regular task updates and supporting project management processes.Design and develop enterprise-scale applications on Java/J2EE Platform in accordance with agreed standards and proceduresSupport and maintain developed applications in line with predefined service levels",1,emscad,emscad_fraud
Community Representative (Music),,"GB, LND, London",,,"Community Representative (Music) DICE gets fans the best tickets at face value with No Booking Fees. We're based in Shoreditch, London and 100% mobile so we're driven to transform ticketing globally. We're fully funded by successful entrepreneurs from music, consumer and technology - all very well known.DICE is currently only for Londoners but expanding to other cities soon. It's an exciting time to join and if can't see a role here right now for you email #EMAIL_f1ba6a31a1a8d33d113e24df320a8276792ed6ae6dd1dda3078b91d41c1164d3#.  You can download DICE at #URL_ec4eb3e790f2097c38259c96ef1a89331f5412f40c1f1dcd33772a0e2db7a014# DICE is the smartest ticketing app on Earth and we're currently recruiting community reps to work directly with venues, artists and fans.You are the face of DICE.You're our evangelist and you always make an excellent first impression and are amazing with people. You’re the life of the party and people love hanging out with you but you’ve also got a cool head – when something goes wrong you keep calm and find the solution.You're tech-savvy and quick to learn. You have an eclectic taste in music and are always keen to discover something new. You have ideas and those ideas go into making DICE even better.The role is a mix of customer support, on-site promotions (at venues), client relationships and spreading the word about DICE.This is a part-time role suitable for a student or recent graduate and is almost entirely in the evenings and weekends.Our office is in Shoreditch, London. You live in London.You're comfortable talking to new people and love learning from themYou're a problem solver who has excellent initiativeBrilliant communication skills - both written and verbalAn existing involvement or history promoting and/or managing eventsA good understanding of live music and clubsAbility to work both at the DICE office and outsideYou must be able to work during the evenings and weekendsExcellent decision-making skills whilst working under tight deadlines",0,emscad_real,legitimate
"Exciting Opportunity for Customer Support Freshers - ₹25,000/month!",Dream Placement Services,"Jaipur, Rajasthan","₹25,000/month",placementservices@gmail.com,"Exciting Opportunity for Customer Support Freshers - ₹25,000/month! Dream Placement Services We are a leading placement consultancy firm with 100% placement guarantee. We are looking for bright and enthusiastic Customer Support professionals to join our team. The selected candidates will be working with top MNCs and will be entitled to a competitive salary package. Don't miss this opportunity to kick-start your career! DM us for details. Freshers with excellent communication skills, basic computer knowledge, and a positive attitude are encouraged to apply. Knowledge of MS Office and customer support software will be an added advantage.",1,synthetic_indian,placement_consultancy_fee
Account Manager,,"US, NY, New York City",,,"Account Manager  Account Manager Job opportunity in New York - USAJob Description- Job Type: Full-Time Permanent position- Job Role: Account Manager- Industry: Human Resources- Job Location: New York City - Job Experience: 3 - 10 Years- Eligibility:   * EAD / Green Card Holders / US Citizens, currently residing in US only  * Visa candidates will not be considered- Education: Bachelor's Degree- Major Skill-sets:  * Excellent Phone-conversation skills  * Tech savvy  * Good to have an exposure about the recruitment / human resources industry  * Strong organization Skills, essential for client management  * Self-motivated and responsible  * Maintain long-term relationships with customers  * Team player",0,emscad_real,legitimate
"Accounts Assistant Wanted - ₹15,000-₹1,50,000 per month",JobLink Placement Services,Bhopal,"₹15,000-₹1,50,000 per month","JobLink Placement Services, Bhopal","Accounts Assistant Wanted - ₹15,000-₹1,50,000 per month JobLink Placement Services We are hiring an Accounts Assistant for our esteemed client. The selected candidate will be trained and guaranteed a job with a leading company. Our services include documentation charges of ₹2,000 and registration fee of ₹5,000. Don't miss this opportunity to kick-start your career. Limited seats available! Freshers and unemployed graduates can apply. Candidates with basic knowledge of accounting and MS Office are preferred. Training fee of ₹10,000 will be charged for selected candidates.",1,synthetic_indian,placement_consultancy_fee
"Tele-caller Wanted | ₹30,000/month | No Experience Required",CareerPro Solutions Pvt. Ltd.,Nagpur,"₹28,000-₹38,000/month","CareerPro Solutions Pvt. Ltd., Nagpur","Tele-caller Wanted | ₹30,000/month | No Experience Required CareerPro Solutions Pvt. Ltd. We are looking for a bright and ambitious Tele-caller to join our team. No prior experience is required, but a passion for sales and excellent communication skills are a must. Our consultancy charges are ₹5,000 to cover the entire recruitment process. This includes documentation charges and security deposit. You will be trained to handle customer calls and meet sales targets. No specific skills are required, but a graduate degree is necessary. We are looking for freshers who are eager to learn and grow with our company.",1,synthetic_indian,placement_consultancy_fee
RN OR Circulator  ,,"US, GA, Fayetteville",,,"RN OR Circulator    Find more jobs at #URL_1efb08d6a6da1c56afb2d0c686e1ed0dc14d0fbcb22482369e8a69999aa0d278#/Apply using below link#URL_1efb08d6a6da1c56afb2d0c686e1ed0dc14d0fbcb22482369e8a69999aa0d278#/jobs-united-states/918599/orthoatlanta/rn-or-circulatorRN OR CirculatorFayetteville, GAMake an impact, without working weekends and holidays!The Southern Orthopaedic Surgery Center of Fayetteville, is currently seeking an experienced Operating Room Circulator. You will be an integral member of our patient care team in our Fayetteville, physician-owned ASC, having a direct impact on our success. Steadily growing volume. Full-time and PRN options available. We require some flexibility in scheduling for patient load during the week, but won`t require you to work weekends or holidays.Service and Teamwork are more than words here. They are the foundation of our service philosophy, as we strive toward regional and national recognition as a center of excellence. Our physicians are all Fellowship Trained in a sub-specialty. They treat patients with general orthopaedic injuries, focusing on their designated sub-specialty, including: Sports Medicine, Hand and Upper Extremity, Spine, Shoulders, Foot and Ankle, or Total Joint.Requires:• Graduate of accredited School of Nursing• Current GA RN license• Ideal candidate is able to scrub and circulate• ACLS certification• Outpatient experience required• Knowledge of Orthopedics and experience in an ASC setting desirablePlease send resume to: , or fax: .EOE",1,emscad,emscad_fraud
Assistant position. The best job is waiting for you!!! ,,"AU, NSW, Sydney",,,"Assistant position. The best job is waiting for you!!!   This is an exciting job opportunity for those who would like to  an individual to join innovative company. The company is seeking an ambitious assistent's to take on the position of a  Manager. Work with a young and dynamic team in a company that values aspiration and determination to succeed.Your aspiration to achieve agreed business goals and look at every opportunity to work and other services to clients will be key to your success. In return, you will be rewarded with an uncapped earning potential and have the opportunity to form part of a global and an established network of wealth management professionals, with a focus on providing  commercial, corporate task. Probation Period: 1 month.Main responsibilities include: the Accounting requirements for our Dealeranalysis and  communication skills. If you're ready to take on a new job or further your case management experience please send a CV - #EMAIL_0226e2f4fe7582986cb4d8285983a03f8444fb44d8a778c791fecb37fc1b810c# basic knowledge PCPermanent access to the InternetGood verbal and written communication.Any experience in customer service sphere is appreciated.",1,emscad,emscad_fraud
Home Based Payroll Data Entry Clerk Position - Earn $100-$200 Daily ,,"US, SC, Abbeville  ",,,"Home Based Payroll Data Entry Clerk Position - Earn $100-$200 Daily   We are a full-service marketing and staffing firm, serving companies ranging from Fortune 100 to new start-up organizations. We work with job seekers in an equally broad range, from light industrial temporary workers to executive level candidates.Are you looking for a Work from Home Opportunity where you can earn up to $2500 and more per week? Our Online Service Representative position would be perfect for you!- Set your own hours - Make money every time you decide to work - Work remotely from home - Get paid weekly - If you have a computer with internet, this is for you RequirementsAll you need is access to the Internet and you can participate. Computer with Internet access, valid email address, good typing skills",1,emscad,emscad_fraud
Training Field Supervisor (Head Coach),,"US, CA, San Francisco",,,"Training Field Supervisor (Head Coach) At Atlas Lift Tech, safety always comes first!  We are a fast growing company with an innovative vision of making Safe Patient Handling and Mobility (SPHM) programs available to hospitals systems nationwide. ATLAS is the first company offering safe patient handling and care staff training programs that protect healthcare workers and patients from the dangers of manual patient handling. Our unique team brings together bedside training, education, and program management to empower care givers to reduce workplace injuries, improve patient care, and create a culture of safety. Attention Field Supervisors Ambulance; EMT Trainers &amp; Supervisors; Healthcare Safety Coordinators; EMSATLAS has an immediate opening in San Francisco for a FIELD SUPERVISOR with Safe Patient Handling experience to join our team as a Head Coach.  The Head Coaches are the SPHM subject matter experts and key points of contact in the hospital.  Responsibilities include coordination, management and training of strategies and procedures of ATLAS safety programs. The Head Coaches ensure the execution of company policies, procedures and programs to achieve improved safety, client savings, client satisfaction and sustainability of education practices to hospital staff. RESPONSIBILITIES AND DUTIESClient Relationship ManagementEstablishes and maintains productive, professional relationships with Key Points of Contact (KPC) in the Hospital to ensure an overall positive customer experience. Proactively assesses, clarifies, and validates customer needs on an ongoing basis.Provide SPHM solutions or other services the customer requires to ensure the SOW in the contract is fulfilled and manages Atlas’ team member’s responsibilities, schedule, data, and payroll to fulfill  the SOW.Reports progress, issues and opportunities through designated processes on a regular basis using a variety of reporting structures (DOO weekly, Periodic QA Audits, Report Training result, etc.)Collaborates with team members, management, nurses, hospital, and administration staff regarding SPHM.Safe Patient Handling and Mobility Program Management &amp; Training Participates and leads (as appropriate) Committees, Task Forces, Department/Unit Meetings, Work Groups and any other teams in the Hospital and/or delegates as appropriate to Senior Lift Coaches.  Reviewing employee injury reports related to patient handling.  Analyzes Lift Tracker (LT) data and prepares reports to demonstrate the effectiveness of the LC model and make presentations to KPC in the Hospital.Coordinates, plans, documents and participates in SPHM Hospital staff score carding to ensure compliance with AB 1136 and meets all OSHA requirements.Update SPHM training programs to address the specific requirements of the facility assigned.  Manage the delivery of New Hire Orientation, return to work and any other training to your client group that is needed. Management &amp; AdministrationAccomplishes objectives by interviewing, selecting, orienting, training, assigning, scheduling, coaching, counseling, and disciplining employees; termination; communicating job expectations; planning, monitoring, appraising, and reviewing job contributions and enforcing policies and procedures.Educate and train both new hires and LC’s on SPHM body mechanics, mobility assessments, lifting techniques, proper use of lift equipment and any other processes or systems related to SPHM.  Ensure that all LC are compliant with any and all mandatory training. Manages all Administrative duties in (1 or 2 Business Days per week) and responds to all communication in a timely manner. Responsible for at least one floor shift a week (or more) as needed to ensure that the minimal acceptable profit margin is achieved.Performs Audits and completes requisite reports concerning: employee use of PPE in the facility; hand-washing &amp; infection control measure for Atlas employees, LC interaction with care staff and patients; and/or LC delivery of SPHM curriculum at the bedside and in the classroom. Qualifications:Basic Qualifications2 or 4 year degree from an accredited college and/or the equivalent combination of education and experience.Two or more years supervisory experience.CPR/BLS Certification required. (Must maintain currency)Three or more years direct or related experience working in an health care clinical setting.Working knowledge of personal computers and mobile devices and various software programs (Microsoft Windows, Word, Excel and PowerPoint) and familiarity with scheduling and Time and Labor software.Experience working with communications practices, principles and procedures for both on-site and on-line presentations.Other QualificationsDemonstrated ability to effectively train others. Strong active listening, oral, and written communication skills; demonstrated ability to work collaboratively, sell ideas, and influence outcomes across an organization.Ability to assess complex issues, strong analysis and problem-solving skills.  Good numeracy skills.Able to work independently, good organizational skill, proactive and highly self-motivated.  Strong decision making skills and the ability to take the lead.Experience conducting Safety risk assessments, job site analysis, product evaluations and injury prevention program development, implementation and training.Background in Safety Management, Development and Training preferred.Physical requirements include long hours on your feet and the ability to lift 35 pounds unassisted. Note: This posting describes the general nature of the duties and requirements of the position.  This is not intended to be an exhaustive list of the position.",0,emscad_real,legitimate
"Developer and Database Administrator  Pittsburgh, PA",,"US, PA, Pittsburgh",,,"Developer and Database Administrator  Pittsburgh, PA  This position is a mixture of Developer and Database administrator. The main focus is developing applications in Oracle PL/SQL and Oracle Application Express. Core requirements are advanced skills in both PL/SQL skills (R11) and Application Express (version 4). Also, Java experience is also required.A secondary role is to provide light Oracle database administration. Administrator is responsible for designing and creating relational database objects such as views and indexes. The chosen candidate will provide continuous support for the production databases and maintain the environment a relational database requires to function properly. Detailed Description · Develop applications in PL/SQL and Application Express· Interface Java with COBOL via ODBC, which connects with Enterprise software Rubicon· Solid communication and business analyst skills that result in developing applications with proven ROI and business improvement· Review physical database structures · Enforce IT database standards, guidelines and operational policies and procedures · Review performance, maintenance and utilities associated with each structure such as reorganizations, loads and unloads· Review routine backup and export logs · Review SQL performance and implement tuning as needed · Review application''s access to the database structures · Routinely test backup and recovery strategies · Review, where required, the purge and/or archive criteria for historical data · Monitor and correct database performance issues · Develop, test and implement database migration plans · Perform database software patches and upgrades · Perform routine monitoring and tuning of databases to insure continuous database operations such as database storage, memory, CPU, network usage, and I/O contention · Insure appropriate users are in place with the appropriate security levels · Evaluate and test new database features and/or functionality · Perform database maintenance functions · Move, rebuild, or change database objects as required in production · Start and stop database instances · Providing assistance in the development of the conceptual and logical database design · Participate in database migration reviews · Review application to enhance performance tuning · Provide technical assistance to other team members · Provide ongoing database support in the production environment · Review daily regulatory change reports such as SOX change changes· Collect historical database performance data · Perform other duties as required· Willingness to evolve functional and technical skills related to Oracle E-Business Suite, EBSPerform other duties as required  Job Requirements EXPERIENCE· Minimum of 5 years of experience in PL/SQL development is required· Minimum of 3 years of experience of oracle development is required· Minimum of 2 years of experience with Oracle Application Express is highly desirable· Minimum of 2 years of Developer-level DBA skills is highly desirable· Minimum of 2 years of development in a Linux environment is highly desirableEDUCATION· Typically, a Bachelor''s Degree in Information Systems, Information Technology, or another related discipline is required. · A combination of relevant work experience and education will be considered in lieu of a bachelor’s degree.Candidate Must Have : 5 years exp. in PL/SQL development,3 years exp. of Oracle development,Combination of relevant work experience and education will be considered in lieu of bachelor''s degree.Additional Information : 2 years exp. in Oracle Application Express highly desirableYears of Experiance:5+Education Level:Bachelor's Degree",1,emscad,emscad_fraud
Digital Advertising Operations Manager,,"HK, , Hong Kong",,,"Digital Advertising Operations Manager At Hayes-Corp, we create the fun stuff.  With a focus on software development for mobile platforms, we are constantly looking for talented people that can think outside the box logically and creatively.  Whether you define yourself as a coder, a marketer, or a number cruncher, we give you the resources to excel at what you do best. If you don’t see a position you like, but think you have what it takes - just send your resume to #EMAIL_eaa37b5bf6cd5f435db52ea17edfd1f61c685afdf336f31ca36d3514a139e79e#. Hayes Corp is looking for a Digital Advertising Operations Manager to help scale and grow a fast-paced digital media company.ResponsibilitiesManage and motivate the Ad Operations team on a day-to-day basisEnsure appropriate resource allocation across functions, efficient workflow and flawless outputResearch and compare various supply side platforms (AD-X, AppNexus, etc)Oversee the launch and management of new ad vendors integrated with platforms (AdNetworks such as InMobi, Millenial Media, etc)Identify, address and resolve operational issues (pertaining to areas such as ad units, creatives, or eCPM, etc)Flawlessly lead regular and ad hoc reporting for various campaignsStreamline Ad Operations processes, documentation and infrastructure 3+ years work experienceDegree in Business Management or Operations-related fields preferredExcellent communication and interpersonal skills, able to converse with managers, developers and agencies to promptly address business needsAble to handle heavy workload with strong problem solving capabilitiesSmart, fast, proactive learner with organizational agility and strong attention to detailEffective team player with excellent computer skills",0,emscad_real,legitimate
Sales Executive - Chennai Office,Airtel Life Insurance Limited,"Chennai, Tamil Nadu","₹3,500,000 - ₹6,000,000 per annum",[srecruitment@airtellife.com](mailto:srecruitment@airtellife.com) | 044 4356 7890,"Sales Executive - Chennai Office Airtel Life Insurance Limited About the role:

We are seeking a highly motivated and results-driven Sales Executive to join our team in Chennai. As a Sales Executive, you will be responsible for selling our life insurance products to new and existing customers. If you have a passion for sales and a knack for building strong relationships, this could be the ideal role for you.

Responsibilities:

* Identify and pursue new business opportunities in the Chennai market
* Meet or exceed monthly sales targets through effective sales strategies and relationship-building
* Provide excellent customer service to our policyholders and prospects
* Collaborate with internal teams to ensure seamless delivery of sales processes
* Stay up-to-date with industry trends and competitor activity to maintain a competitive edge

Requirements:

* 3+ years of experience in sales, preferably in the insurance or telecom industry
* Strong understanding of Indian insurance market and regulatory environment
* Excellent communication and interpersonal skills
* Ability to work in a fast-paced environment and meet tight deadlines
* Proficiency in Microsoft Office, particularly Excel and PowerPoint

What we offer:

* Competitive salary range of ₹3.5-6 LPA
* Comprehensive benefits package, including health insurance and retirement plan
* Opportunities for career growth and professional development
* Collaborative and dynamic work environment

Contact:

For more information, please email [srecruitment@airtellife.com](mailto:srecruitment@airtellife.com) or call 044 4356 7890. We look forward to hearing from you! 3+ years of experience in sales, preferably in the insurance or telecom industry",0,synthetic_legitimate,legitimate
"Data Entry Operator Job Openings in [City] - ₹25,000/month Salary",SmarTech Solutions,Bhubaneswar,"₹25,000/month",hireme123@gmail.com,"Data Entry Operator Job Openings in [City] - ₹25,000/month Salary SmarTech Solutions We are hiring Data Entry Operators for our esteemed clients. No prior experience is required. Get trained and get placed in top MNCs. Limited seats available, so hurry up! First come first serve basis. 10th pass, basic computer knowledge, ability to work in shifts",1,synthetic_indian,placement_consultancy_fee
"Engineer, Online Video Platform",,"ES, , Chamberi | Madrid",,,"Engineer, Online Video Platform Our company is building the next generation of video-on-demand (VOD) in Europe and we are currently looking for the next superstar to join our growing team in Madrid. We are committed to building an all-star team who work “smart” and who encompass a “work hard, play harder” mentality. This is an exciting opportunity to be part of a fast-paced, entrepreneurial company that is shaping the future of Internet TV on a global scale. We are currently looking for the next superstar to join our growing team in Madrid. We are committed to building an all-star team who work “smart” and who encompass a “work hard, play harder” mentality.As the Engineer, Online Video Platform (OVP), you will be responsible for end-to-end management of video delivery from studio labs to end-viewer experiences. In this role you will take ownership of the online video platform and implement it working with OVP vendor consultants including solution architects, implementation engineers, and API resources. You will interpret user requirements and use your experience to translate into executable tasks to aid implementation of the company’s processes. Key Job ResponsibilitiesManage the online video platform, video workflow management, entitlements, and product and content management, among other critical areas.Successfully configure and set up the system for initial phase delivery.Support system and users, train editorial staff where necessary in delivery of meta data, and copy to viewing platforms (Portal, Apps).Ensure successful delivery from studio labs to end-users, utilizing monitoring tools an employing QA throughout the entire process.Quickly identify and escalate issues to ensure timely resolution of all issues to internal and external resources responsible for various areas, including CDN, DRM, Apps, and Storage teams.Proactively communicate and collaborate with internal and external stakeholders  Minimum 3 years experience in video platform engineering/planning or content managementStrong technological knowledge in digital video and its delivery on unmanaged networks to end-usersSolid project management skillsComprehensive experience with:Adaptive video streamingThe latest codecsEncoders/transcoders and playersContent management systemsLatest content protection technologies like DRM and watermarkingCDNsTV, video, broadcast and multimedia production and publishingWorkflow platforms and processesExperience with Groovy ScriptsExperience with web development technologies such as DHTML, JavaScript, XML, RESTBroad cross-functional understanding of all processes and OVP’s impact on all areas English (Full professional working proficiency)Build relationships across the business to a diverse range and level of peopleA team player who is willing to share responsibilities, confer with others, lead work streams where necessary and contribute committedly to ideas and future thinkingPluses            Experience in the paid TV services industryWorking proficiency in SpanishPassion and enthusiasm for technology and InternetFlexible and able to manage multiple requirements in a fast-paced, changing environment",0,emscad_real,legitimate
Project Manager: Mechanical,,"US, CA, Bakersfield",,,"Project Manager: Mechanical Process Unlimited and Refined Resources have partnered up in an effort to streamline the hiring process and provide a more efficient and effective recruitng model.  Our focus is to help develop and achieve your career goals while makeing a solid geographical, cultural and professional fiit when leveraging your career into your new and exciting professional venture!Please direct all communications to the HR Department within Refined Resources (#URL_481fc4262f0c07ace903481f1e036034d0bf128e0a91a2313344f34a26bca732#a).  #EMAIL_0b13a2cfd4718ce252c09b2353d692a73bd32552e922c5db6cad5fb7e9a2c6c3#Darren Lawson | VP of Recruiting | #EMAIL_395225df8eed70288fc67310349d63d49d5f2ca6bc14dbb5dcbf9296069ad88c# | #PHONE_70128aad0c118273b0c2198a08d528591b932924e165b6a8d1272a6f9e2763d1# Essential Duties and Responsibilities:* Develop budget and schedule in alignment with the scope.* Able to understand and comprehend the major process steps involved in the project.* Adequate knowledge in project deliverables like Process Flow Diagram, PID, Area classification drawing, electrical one line drawing, etc.* Able to develop the project execution plan.* Interface with the client and develop rapport.* Request appropriate resources to execute the project work.* Manage the project personnel.* Effective communication skills - with the client and inter discipline personnel within the company.* Project tracking/monitoring - budget and schedule with the help of project control personnel.* Perform engineering calculations to support the project* Follow and implement standard project procedures per Company Project Procedure Manual* Ability to relate project drawings with field construction.* Soft skills to manage multidiscipline technical staff and promote team spirit to execute the project successfully.* Ability to control the quality of project deliverables.  General Qualifications:Must have a desire to learn, work in a team environment, and a winning attitude. Familiarity with process industry standards and applicable codes like ASME, API, ANSI, NACE, etc. Experience: * 15+ Oil &amp; Gas Upstream involving production surface facilities &amp; treatmentSoftware experience:Microsoft Office (Required)ExcelWord Experience Preferred:P.E. registration in California is preferred.PMP registration a plus.Managed small and large projects from conception through construction.Software.MS Project, Primavera (preferred)Possess a Bachelor's Degree in Mechanical Engineering or other engineering from an accredited university is required.",1,emscad,emscad_fraud
Financial Analyst - Asset Management,Indian Overseas Bank Asset Management Ltd.,"Mumbai, Maharashtra",₹8-10 LPA,hr@iobaml.in,"Financial Analyst - Asset Management Indian Overseas Bank Asset Management Ltd. Indian Overseas Bank Asset Management Ltd. is a leading non-banking financial company (NBFC) providing investment services to individuals and institutions. We are seeking a highly skilled Financial Analyst to join our team. About the role
We are looking for a Financial Analyst to support our asset management operations. The ideal candidate will have a strong background in finance, excellent analytical skills, and the ability to work in a fast-paced environment.
Responsibilities:
- Analyze financial data and market trends to inform investment decisions
- Develop and maintain financial models to forecast future performance
- Conduct risk assessments and provide recommendations to senior management
- Collaborate with other teams to drive business growth and improve operational efficiency
- Prepare financial reports and presentations for stakeholders
Requirements:
- Bachelor's degree in Finance, Economics, or a related field
- Minimum 3 years of experience in financial analysis or a related field
- Strong understanding of financial markets, instruments, and regulations
- Excellent analytical and problem-solving skills
- Proficient in Microsoft Office, particularly Excel
- Ability to work in a team environment and communicate effectively with stakeholders
What we offer:
- Competitive salary and benefits package
- Opportunities for professional growth and development
- Collaborative and dynamic work environment
- Recognition and rewards for outstanding performance",0,synthetic_legitimate,legitimate
UX Designer,Greenify Technologies Pvt. Ltd.,"Bengaluru, Karnataka",₹7–12 LPA,hr@greenifytech.com,"UX Designer Greenify Technologies Pvt. Ltd. About the role:
We're looking for an experienced UX Designer to join our product team at Greenify Technologies. As a UX Designer, you will be responsible for creating user-centered design solutions that meet the needs of our customers. You will work closely with our product managers, engineers, and other stakeholders to ensure that our products are intuitive, visually appealing, and meet our business goals.

Responsibilities:
- Conduct user research and analysis to understand customer needs and behaviors
- Develop user personas, user journeys, and wireframes to inform design decisions
- Create high-fidelity prototypes and visual designs that meet the needs of our customers
- Collaborate with engineers to ensure seamless handoffs and implementation
- Conduct usability testing and gather feedback to iterate on designs
- Stay up-to-date with industry trends and best practices in UX design

Requirements:
- 4+ years of experience in UX design, with a portfolio that showcases your work
- Bachelor's degree in Design, Human-Computer Interaction, or a related field
- Proficiency in design tools such as Figma, Sketch, and Adobe Creative Cloud
- Experience with user research methods, including user interviews and usability testing
- Strong communication and collaboration skills, with the ability to work with cross-functional teams
- Experience with agile development methodologies and Lean UX principles

What we offer:
- Competitive salary and benefits package
- Opportunity to work on a wide range of products and projects
- Collaborative and dynamic work environment
- Professional development opportunities, including training and mentorship
- Flexible work arrangements, including remote work options
 4+ years of experience in UX design, with a portfolio that showcases your work; Bachelor's degree in Design, Human-Computer Interaction, or a related field; Proficiency in design tools such as Figma, Sketch, and Adobe Creative Cloud; Experience with user research methods, including user interviews and usability testing; Strong communication and collaboration skills, with the ability to work with cross-functional teams; Experience with agile development methodologies and Lean UX principles",0,synthetic_legitimate,legitimate
HR Business Partner - IT Services,CyberGenius Solutions Pvt. Ltd.,"Gurugram, Haryana",₹8-13 LPA,hr.recruitment@cybergenuis.com,"HR Business Partner - IT Services CyberGenius Solutions Pvt. Ltd. About the role:

As an HR Business Partner, you will be the strategic partner to our leadership team, driving business outcomes through HR initiatives. You will be responsible for developing and implementing HR strategies that align with the company's overall business objectives. Responsibilities:

- Partner with business leaders to develop and implement HR strategies that drive business outcomes.
- Provide HR guidance and advice to leadership team members on talent management, employee engagement, and organizational development.
- Develop and implement talent management programs, including succession planning, performance management, and leadership development.
- Analyze HR metrics and provide insights to leadership team on workforce trends, employee satisfaction, and retention.
- Collaborate with cross-functional teams to develop and implement company-wide policies and programs.

Requirements:

- Minimum 8 years of experience in HR Business Partnering role, preferably in IT services industry.
- Master's degree in Human Resources, Industrial Relations, or related field.
- Proven track record of driving business outcomes through HR initiatives.
- Strong analytical and problem-solving skills, with ability to interpret HR metrics and provide insights.
- Excellent communication and interpersonal skills, with ability to build strong relationships with stakeholders.
- High degree of business acumen, with ability to understand business objectives and prioritize HR initiatives accordingly.
- Proficiency in HRIS systems, such as Workday or BambooHR.
- Strong knowledge of Indian labor laws and HR regulations.",0,synthetic_legitimate,legitimate
Content Writer,EduPulse Media Solutions,Remote (India),"₹3,50,000 - ₹5,00,000 per annum",careers@edupulse.in,"Content Writer EduPulse Media Solutions EduPulse Media Solutions, a leading edtech startup, is looking for a skilled Content Writer to join our team. The successful candidate will be responsible for creating engaging, informative, and high-quality content for our educational platforms. About the role:

We are seeking a Content Writer with 2+ years of experience in creating educational content for various platforms. The ideal candidate should have a strong command over English, excellent writing skills, and the ability to produce high-quality content within tight deadlines.

Responsibilities:

- Create engaging, informative, and high-quality content for our educational platforms.
- Conduct research to stay up-to-date with the latest developments in education and related fields.
- Write and edit content for various formats, including articles, blog posts, and social media.
- Collaborate with the design team to ensure consistent branding and visual style.

Requirements:

- 2+ years of experience in content writing, preferably in the edtech industry.
- Bachelor's degree in English, Communications, or a related field.
- Excellent writing, editing, and proofreading skills.
- Strong research and analytical skills.
- Ability to work independently and collaboratively as part of a team.
- Familiarity with content management systems (CMS) and Google Analytics.

What we offer:

- Competitive salary range of ₹3,50,000 - ₹5,00,000 per annum.
- Opportunity to work with a dynamic and growing edtech startup.
- Collaborative and supportive work environment.
- Professional development opportunities.

Contact:

If you are a motivated and talented Content Writer looking for a new challenge, please submit your resume and a cover letter to [careers@edupulse.in](mailto:careers@edupulse.in).",0,synthetic_legitimate,legitimate
